severity_kw,duration_min,affects,profile,ramp_s,seed,warning_detected,warning_latency_min,critical_detected,critical_latency_min,attribution,attribution_correct,n_fp_warnings
3.0,240,spindle,ramp,2520,51,True,34.0,True,47.0,spindle,True,0
4.0,240,spindle,ramp,2520,42,True,14.0,True,20.0,spindle,True,0
4.0,240,spindle,ramp,2520,43,True,37.0,True,43.0,spindle,True,0
4.0,240,spindle,ramp,2520,44,True,24.0,True,30.0,spindle,True,0
4.0,240,spindle,ramp,2520,45,True,21.0,True,27.0,spindle,True,0
4.0,240,spindle,ramp,2520,46,True,22.0,True,28.0,spindle,True,0
4.0,240,spindle,ramp,2520,47,True,21.0,True,27.0,spindle,True,0
4.0,240,spindle,ramp,2520,48,True,37.0,True,43.0,spindle,True,0
4.0,240,spindle,ramp,2520,49,True,24.0,True,30.0,spindle,True,0
4.0,240,spindle,ramp,2520,50,True,10.0,True,16.0,spindle,True,0
4.0,240,spindle,ramp,2520,51,True,27.0,True,33.0,spindle,True,0
1.0,240,spindle,ramp,2880,42,False,,False,,,,0
1.0,240,spindle,ramp,2880,43,False,,False,,,,0
1.0,240,spindle,ramp,2880,44,False,,False,,,,0
1.0,240,spindle,ramp,2880,45,False,,False,,,,0
1.0,240,spindle,ramp,2880,46,False,,False,,,,0
1.0,240,spindle,ramp,2880,47,False,,False,,,,0
1.0,240,spindle,ramp,2880,48,False,,False,,,,0
1.0,240,spindle,ramp,2880,49,False,,False,,,,0
1.0,240,spindle,ramp,2880,50,False,,False,,,,0
1.0,240,spindle,ramp,2880,51,False,,False,,,,0
1.5,240,spindle,ramp,2880,42,False,,False,,,,0
1.5,240,spindle,ramp,2880,43,False,,False,,,,0
1.5,240,spindle,ramp,2880,44,False,,False,,,,0
1.5,240,spindle,ramp,2880,45,False,,False,,,,0
1.5,240,spindle,ramp,2880,46,False,,False,,,,0
1.5,240,spindle,ramp,2880,47,False,,False,,,,0
1.5,240,spindle,ramp,2880,48,False,,False,,,,0
1.5,240,spindle,ramp,2880,49,False,,False,,,,0
1.5,240,spindle,ramp,2880,50,False,,False,,,,0
1.5,240,spindle,ramp,2880,51,False,,False,,,,0
2.0,240,spindle,ramp,2880,42,False,,False,,,,0
2.0,240,spindle,ramp,2880,43,False,,False,,,,0
2.0,240,spindle,ramp,2880,44,False,,False,,,,0
2.0,240,spindle,ramp,2880,45,False,,False,,,,0
2.0,240,spindle,ramp,2880,46,False,,False,,,,0
2.0,240,spindle,ramp,2880,47,True,36.0,False,,spindle,True,0
2.0,240,spindle,ramp,2880,48,False,,False,,,,0
2.0,240,spindle,ramp,2880,49,False,,False,,,,0
2.0,240,spindle,ramp,2880,50,False,,False,,,,0
2.0,240,spindle,ramp,2880,51,False,,False,,,,0
3.0,240,spindle,ramp,2880,42,False,,False,,,,0
3.0,240,spindle,ramp,2880,43,True,37.0,True,43.0,spindle,True,0
3.0,240,spindle,ramp,2880,44,True,32.0,True,38.0,spindle,True,0
3.0,240,spindle,ramp,2880,45,False,,False,,,,0
3.0,240,spindle,ramp,2880,46,True,29.0,False,,spindle,True,0
3.0,240,spindle,ramp,2880,47,True,21.0,True,27.0,spindle,True,0
3.0,240,spindle,ramp,2880,48,False,,False,,,,0
3.0,240,spindle,ramp,2880,49,True,31.0,True,37.0,spindle,True,0
3.0,240,spindle,ramp,2880,50,True,54.0,True,60.0,spindle,True,0
3.0,240,spindle,ramp,2880,51,True,53.0,False,,spindle,True,0
4.0,240,spindle,ramp,2880,42,True,20.0,False,,spindle,True,0
4.0,240,spindle,ramp,2880,43,True,37.0,True,43.0,spindle,True,0
4.0,240,spindle,ramp,2880,44,True,26.0,True,32.0,spindle,True,0
4.0,240,spindle,ramp,2880,45,True,21.0,True,27.0,spindle,True,0
4.0,240,spindle,ramp,2880,46,True,25.0,True,31.0,spindle,True,0
4.0,240,spindle,ramp,2880,47,True,21.0,True,27.0,spindle,True,0
4.0,240,spindle,ramp,2880,48,True,49.0,True,55.0,spindle,True,0
4.0,240,spindle,ramp,2880,49,True,25.0,True,31.0,spindle,True,0
4.0,240,spindle,ramp,2880,50,True,18.0,True,24.0,spindle,True,0
4.0,240,spindle,ramp,2880,51,True,31.0,True,37.0,spindle,True,0
1.0,240,spindle,ramp,3240,42,False,,False,,,,0
1.0,240,spindle,ramp,3240,43,False,,False,,,,0
1.0,240,spindle,ramp,3240,44,False,,False,,,,0
1.0,240,spindle,ramp,3240,45,False,,False,,,,0
1.0,240,spindle,ramp,3240,46,False,,False,,,,0
1.0,240,spindle,ramp,3240,47,False,,False,,,,0
1.0,240,spindle,ramp,3240,48,False,,False,,,,0
1.0,240,spindle,ramp,3240,49,False,,False,,,,0
1.0,240,spindle,ramp,3240,50,False,,False,,,,0
1.0,240,spindle,ramp,3240,51,False,,False,,,,0
1.5,240,spindle,ramp,3240,42,False,,False,,,,0
1.5,240,spindle,ramp,3240,43,False,,False,,,,0
1.5,240,spindle,ramp,3240,44,False,,False,,,,0
1.5,240,spindle,ramp,3240,45,False,,False,,,,0
1.5,240,spindle,ramp,3240,46,False,,False,,,,0
1.5,240,spindle,ramp,3240,47,False,,False,,,,0
1.5,240,spindle,ramp,3240,48,False,,False,,,,0
1.5,240,spindle,ramp,3240,49,False,,False,,,,0
1.5,240,spindle,ramp,3240,50,False,,False,,,,0
1.5,240,spindle,ramp,3240,51,False,,False,,,,0
2.0,240,spindle,ramp,3240,42,False,,False,,,,0
2.0,240,spindle,ramp,3240,43,False,,False,,,,0
2.0,240,spindle,ramp,3240,44,False,,False,,,,0
2.0,240,spindle,ramp,3240,45,False,,False,,,,0
2.0,240,spindle,ramp,3240,46,False,,False,,,,0
2.0,240,spindle,ramp,3240,47,False,,False,,,,0
2.0,240,spindle,ramp,3240,48,False,,False,,,,0
2.0,240,spindle,ramp,3240,49,False,,False,,,,0
2.0,240,spindle,ramp,3240,50,False,,False,,,,0
2.0,240,spindle,ramp,3240,51,False,,False,,,,0
3.0,240,spindle,ramp,3240,42,False,,False,,,,0
3.0,240,spindle,ramp,3240,43,True,37.0,True,43.0,spindle,True,0
3.0,240,spindle,ramp,3240,44,True,37.0,True,43.0,spindle,True,0
3.0,240,spindle,ramp,3240,45,False,,False,,,,0
3.0,240,spindle,ramp,3240,46,False,,False,,,,0
3.0,240,spindle,ramp,3240,47,True,21.0,True,27.0,spindle,True,0
3.0,240,spindle,ramp,3240,48,False,,False,,,,0
3.0,240,spindle,ramp,3240,49,True,33.0,False,,spindle,True,0
3.0,240,spindle,ramp,3240,50,True,54.0,True,60.0,spindle,True,0
3.0,240,spindle,ramp,3240,51,False,,False,,,,0
4.0,240,spindle,ramp,3240,42,True,23.0,False,,spindle,True,0
4.0,240,spindle,ramp,3240,43,True,37.0,True,43.0,spindle,True,0
4.0,240,spindle,ramp,3240,44,True,27.0,True,33.0,spindle,True,0
4.0,240,spindle,ramp,3240,45,True,21.0,True,27.0,spindle,True,0
4.0,240,spindle,ramp,3240,46,True,26.0,True,32.0,spindle,True,0
4.0,240,spindle,ramp,3240,47,True,21.0,True,27.0,spindle,True,0
4.0,240,spindle,ramp,3240,48,True,53.0,False,,spindle,True,0
4.0,240,spindle,ramp,3240,49,True,27.0,True,33.0,spindle,True,0
4.0,240,spindle,ramp,3240,50,True,25.0,True,60.0,spindle,True,0
4.0,240,spindle,ramp,3240,51,True,34.0,True,40.0,spindle,True,0
1.0,240,spindle,ramp,3600,42,False,,False,,,,0
1.0,240,spindle,ramp,3600,43,False,,False,,,,0
1.0,240,spindle,ramp,3600,44,False,,False,,,,0
1.0,240,spindle,ramp,3600,45,False,,False,,,,0
1.0,240,spindle,ramp,3600,46,False,,False,,,,0
1.0,240,spindle,ramp,3600,47,False,,False,,,,0
1.0,240,spindle,ramp,3600,48,False,,False,,,,0
1.0,240,spindle,ramp,3600,49,False,,False,,,,0
1.0,240,spindle,ramp,3600,50,False,,False,,,,0
1.0,240,spindle,ramp,3600,51,False,,False,,,,0
1.5,240,spindle,ramp,3600,42,False,,False,,,,0
1.5,240,spindle,ramp,3600,43,False,,False,,,,0
1.5,240,spindle,ramp,3600,44,False,,False,,,,0
1.5,240,spindle,ramp,3600,45,False,,False,,,,0
1.5,240,spindle,ramp,3600,46,False,,False,,,,0
1.5,240,spindle,ramp,3600,47,False,,False,,,,0
1.5,240,spindle,ramp,3600,48,False,,False,,,,0
1.5,240,spindle,ramp,3600,49,False,,False,,,,0
1.5,240,spindle,ramp,3600,50,False,,False,,,,0
1.5,240,spindle,ramp,3600,51,False,,False,,,,0
2.0,240,spindle,ramp,3600,42,False,,False,,,,0
2.0,240,spindle,ramp,3600,43,False,,False,,,,0
2.0,240,spindle,ramp,3600,44,False,,False,,,,0
2.0,240,spindle,ramp,3600,45,False,,False,,,,0
2.0,240,spindle,ramp,3600,46,False,,False,,,,0
2.0,240,spindle,ramp,3600,47,False,,False,,,,0
2.0,240,spindle,ramp,3600,48,False,,False,,,,0
2.0,240,spindle,ramp,3600,49,False,,False,,,,0
2.0,240,spindle,ramp,3600,50,False,,False,,,,0
2.0,240,spindle,ramp,3600,51,False,,False,,,,0
3.0,240,spindle,ramp,3600,42,False,,False,,,,0
3.0,240,spindle,ramp,3600,43,True,38.0,True,44.0,spindle,True,0
3.0,240,spindle,ramp,3600,44,True,39.0,False,,spindle,True,0
3.0,240,spindle,ramp,3600,45,False,,False,,,,0
3.0,240,spindle,ramp,3600,46,False,,False,,,,0
3.0,240,spindle,ramp,3600,47,True,22.0,True,37.0,spindle,True,0
3.0,240,spindle,ramp,3600,48,False,,False,,,,0
3.0,240,spindle,ramp,3600,49,True,36.0,False,,spindle,True,0
3.0,240,spindle,ramp,3600,50,True,54.0,True,60.0,spindle,True,0
3.0,240,spindle,ramp,3600,51,False,,False,,,,0
4.0,240,spindle,ramp,3600,42,False,,False,,,,0
4.0,240,spindle,ramp,3600,43,True,37.0,True,43.0,spindle,True,0
4.0,240,spindle,ramp,3600,44,True,31.0,True,37.0,spindle,True,0
4.0,240,spindle,ramp,3600,45,True,21.0,False,,spindle,True,0
4.0,240,spindle,ramp,3600,46,True,27.0,True,33.0,spindle,True,0
4.0,240,spindle,ramp,3600,47,True,21.0,True,27.0,spindle,True,0
4.0,240,spindle,ramp,3600,48,False,,False,,,,0
4.0,240,spindle,ramp,3600,49,True,29.0,True,35.0,spindle,True,0
4.0,240,spindle,ramp,3600,50,True,54.0,True,60.0,spindle,True,0
4.0,240,spindle,ramp,3600,51,True,43.0,True,49.0,spindle,True,0
1.0,240,spindle,ramp,7200,42,False,,False,,,,0
1.0,240,spindle,ramp,7200,43,False,,False,,,,0
1.0,240,spindle,ramp,7200,44,False,,False,,,,0
1.0,240,spindle,ramp,7200,45,False,,False,,,,0
1.0,240,spindle,ramp,7200,46,False,,False,,,,0
1.0,240,spindle,ramp,7200,47,False,,False,,,,0
1.0,240,spindle,ramp,7200,48,False,,False,,,,0
1.0,240,spindle,ramp,7200,49,False,,False,,,,0
1.0,240,spindle,ramp,7200,50,False,,False,,,,0
1.0,240,spindle,ramp,7200,51,False,,False,,,,0
1.5,240,spindle,ramp,7200,42,False,,False,,,,0
1.5,240,spindle,ramp,7200,43,False,,False,,,,0
1.5,240,spindle,ramp,7200,44,False,,False,,,,0
1.5,240,spindle,ramp,7200,45,False,,False,,,,0
1.5,240,spindle,ramp,7200,46,False,,False,,,,0
1.5,240,spindle,ramp,7200,47,False,,False,,,,0
1.5,240,spindle,ramp,7200,48,False,,False,,,,0
1.5,240,spindle,ramp,7200,49,False,,False,,,,0
1.5,240,spindle,ramp,7200,50,False,,False,,,,0
1.5,240,spindle,ramp,7200,51,False,,False,,,,0
2.0,240,spindle,ramp,7200,42,False,,False,,,,0
2.0,240,spindle,ramp,7200,43,False,,False,,,,0
2.0,240,spindle,ramp,7200,44,False,,False,,,,0
2.0,240,spindle,ramp,7200,45,False,,False,,,,0
2.0,240,spindle,ramp,7200,46,False,,False,,,,0
2.0,240,spindle,ramp,7200,47,False,,False,,,,0
2.0,240,spindle,ramp,7200,48,False,,False,,,,0
2.0,240,spindle,ramp,7200,49,False,,False,,,,0
2.0,240,spindle,ramp,7200,50,False,,False,,,,0
2.0,240,spindle,ramp,7200,51,False,,False,,,,0
3.0,240,spindle,ramp,7200,42,False,,False,,,,0
3.0,240,spindle,ramp,7200,43,False,,False,,,,0
3.0,240,spindle,ramp,7200,44,False,,False,,,,0
3.0,240,spindle,ramp,7200,45,False,,False,,,,0
3.0,240,spindle,ramp,7200,46,False,,False,,,,0
3.0,240,spindle,ramp,7200,47,False,,False,,,,0
3.0,240,spindle,ramp,7200,48,False,,False,,,,0
3.0,240,spindle,ramp,7200,49,False,,False,,,,0
3.0,240,spindle,ramp,7200,50,False,,False,,,,0
3.0,240,spindle,ramp,7200,51,False,,False,,,,0
4.0,240,spindle,ramp,7200,42,True,111.0,False,,spindle,True,0
4.0,240,spindle,ramp,7200,43,False,,False,,,,0
4.0,240,spindle,ramp,7200,44,False,,False,,,,0
4.0,240,spindle,ramp,7200,45,False,,False,,,,0
4.0,240,spindle,ramp,7200,46,False,,False,,,,0
4.0,240,spindle,ramp,7200,47,True,81.0,True,87.0,spindle,True,0
4.0,240,spindle,ramp,7200,48,True,83.0,True,89.0,spindle,True,0
4.0,240,spindle,ramp,7200,49,False,,False,,,,0
4.0,240,spindle,ramp,7200,50,True,70.0,False,,spindle,True,0
4.0,240,spindle,ramp,7200,51,True,96.0,False,,spindle,True,0
1.0,240,spindle,ramp,14400,42,False,,False,,,,0
1.0,240,spindle,ramp,14400,43,False,,False,,,,0
1.0,240,spindle,ramp,14400,44,False,,False,,,,0
1.0,240,spindle,ramp,14400,45,False,,False,,,,0
1.0,240,spindle,ramp,14400,46,False,,False,,,,0
1.0,240,spindle,ramp,14400,47,False,,False,,,,0
1.0,240,spindle,ramp,14400,48,False,,False,,,,0
1.0,240,spindle,ramp,14400,49,False,,False,,,,0
1.0,240,spindle,ramp,14400,50,False,,False,,,,0
1.0,240,spindle,ramp,14400,51,False,,False,,,,0
1.5,240,spindle,ramp,14400,42,False,,False,,,,0
1.5,240,spindle,ramp,14400,43,False,,False,,,,0
1.5,240,spindle,ramp,14400,44,False,,False,,,,0
1.5,240,spindle,ramp,14400,45,False,,False,,,,0
1.5,240,spindle,ramp,14400,46,False,,False,,,,0
1.5,240,spindle,ramp,14400,47,False,,False,,,,0
1.5,240,spindle,ramp,14400,48,False,,False,,,,0
1.5,240,spindle,ramp,14400,49,False,,False,,,,0
1.5,240,spindle,ramp,14400,50,False,,False,,,,0
1.5,240,spindle,ramp,14400,51,False,,False,,,,0
2.0,240,spindle,ramp,14400,42,False,,False,,,,0
2.0,240,spindle,ramp,14400,43,False,,False,,,,0
2.0,240,spindle,ramp,14400,44,False,,False,,,,0
2.0,240,spindle,ramp,14400,45,False,,False,,,,0
2.0,240,spindle,ramp,14400,46,False,,False,,,,0
2.0,240,spindle,ramp,14400,47,False,,False,,,,0
2.0,240,spindle,ramp,14400,48,False,,False,,,,0
2.0,240,spindle,ramp,14400,49,False,,False,,,,0
2.0,240,spindle,ramp,14400,50,False,,False,,,,0
2.0,240,spindle,ramp,14400,51,False,,False,,,,0
3.0,240,spindle,ramp,14400,42,False,,False,,,,0
3.0,240,spindle,ramp,14400,43,False,,False,,,,0
3.0,240,spindle,ramp,14400,44,False,,False,,,,0
3.0,240,spindle,ramp,14400,45,False,,False,,,,0
3.0,240,spindle,ramp,14400,46,False,,False,,,,0
3.0,240,spindle,ramp,14400,47,False,,False,,,,0
3.0,240,spindle,ramp,14400,48,False,,False,,,,0
3.0,240,spindle,ramp,14400,49,False,,False,,,,0
3.0,240,spindle,ramp,14400,50,False,,False,,,,0
3.0,240,spindle,ramp,14400,51,False,,False,,,,0
4.0,240,spindle,ramp,14400,42,False,,False,,,,0
4.0,240,spindle,ramp,14400,43,False,,False,,,,0
4.0,240,spindle,ramp,14400,44,False,,False,,,,0
4.0,240,spindle,ramp,14400,45,False,,False,,,,0
4.0,240,spindle,ramp,14400,46,False,,False,,,,0
4.0,240,spindle,ramp,14400,47,False,,False,,,,0
4.0,240,spindle,ramp,14400,48,False,,False,,,,0
4.0,240,spindle,ramp,14400,49,False,,False,,,,0
4.0,240,spindle,ramp,14400,50,False,,False,,,,0
4.0,240,spindle,ramp,14400,51,False,,False,,,,0
